순번,자치구,주소,시리얼번호,경도,위도,지면높이
789,양천구,서울특별시 양천구 신월동 136-8,V02Q1940240,126.831721727,37.532060638,4.1
790,양천구,서울특별시 양천구 신월동 883,V02Q1940413,126.844448699,37.524655300,3.5
791,양천구,서울특별시 양천구 목동 904,V02Q1940453,126.871446408,37.532634788,4.2
792,양천구,서울특별시 양천구 신월동 628,V02Q1940472,126.841425739,37.514505075,3.9
793,양천구,서울특별시 양천구 신월동 976-1,V02Q1940750,126.835908342,37.521971144,4.2
794,양천구,서울특별시 양천구 목동 916-2,V02Q1940864,126.875374358,37.525767618,3.4
795,양천구,서울특별시 양천구 신정동 842-1,V02Q1940861,126.866846473,37.509089509,4.2
796,양천구,서울특별시 양천구 신월동 43-4,V02Q1940071,126.824270656,37.536238786,3.2
797,양천구,서울특별시 양천구 신월동 275,V02Q1940395,126.829309039,37.538910703,4.1
798,양천구,서울특별시 양천구 신정동 325-6,V02Q1940424,126.858987432,37.510198596,3.7
799,양천구,서울특별시 양천구 신정동 137-2,V02Q1940826,126.878024994,37.520384235,2.8
800,양천구,서울특별시 양천구 목동 900-9,V02Q1940654,126.883621196,37.543046428,3.5
801,양천구,서울특별시 양천구 신월동 823,V02Q1940732,126.836961771,37.526655055,3.7
802,양천구,서울특별시 양천구 목동 131-30,V02Q1940809,126.881352303,37.543642972,3.7
803,양천구,서울특별시 양천구 신정동 1062,V02Q1940492,126.860106756,37.528186579,3.5
804,양천구,서울특별시 양천구 신월동 796,V02Q1940946,126.834790407,37.534443996,3.9
805,양천구,서울특별시 양천구 신월동 805,V02Q1940942,126.833076323,37.532462634,5.2
806,양천구,서울특별시 양천구 신월동 802,V02Q1940951,126.836128493,37.531246089,4
807,양천구,서울특별시 양천구 목동 616-15,V02Q1940943,126.864648122,37.548507166,4.3
808,양천구,서울특별시 양천구 목동 929,V02Q1940455,126.881433047,37.542775849,4.3
809,양천구,서울특별시 양천구 목동 901-8,V02Q1940480,126.881687533,37.539717109,4.1
810,양천구,서울특별시 양천구 신정동 89-82,V02Q1940443,126.873804303,37.520684165,4.2
811,양천구,서울특별시 양천구 목동 823,V02Q1940762,126.864421104,37.540245113,4.1
812,양천구,서울특별시 양천구 목동 655-4,V02Q1940766,126.863101671,37.545652837,3.5
813,양천구,서울특별시 양천구 목동 724-1,V02Q1940792,126.864529956,37.538422726,3.3
814,양천구,서울특별시 양천구 목동 843,V02Q1940614,126.871767426,37.537542078,3.9
815,양천구,서울특별시 양천구 목동 813,V02Q1940259,126.863792786,37.533927796,3.9
816,양천구,서울특별시 양천구 목동 907-21,V02Q1940741,126.878573682,37.535750610,3.3
817,양천구,서울특별시 양천구 목동 909-9,V02Q1940759,126.883017390,37.536645964,3.1
818,양천구,서울특별시 양천구 목동 902,V02Q1940776,126.875026391,37.539684296,3.2
819,양천구,서울특별시 양천구 목동 912,V02Q1940771,126.883508056,37.535134263,3.4
820,양천구,서울특별시 양천구 목동 879,V02Q1940489,126.864592055,37.530770624,3.9
821,양천구,서울특별시 양천구 목동 901,V02Q1940774,126.878243997,37.538516483,4.2
822,양천구,서울특별시 양천구 신월동 92-17,V02Q1940849,126.832836517,37.535559655,3.4
823,양천구,서울특별시 양천구 신월동 1047,V02Q1940749,126.842256550,37.525240254,4
824,양천구,서울특별시 양천구 신월동 505-21,V02Q1940705,126.848612985,37.523071689,4.3
825,양천구,서울특별시 양천구 신월동 867,V02Q1940740,126.848060521,37.527061611,3.8
826,양천구,서울특별시 양천구 신월동 197-35,V02Q1940287,126.830075249,37.531393326,3.6
827,양천구,서울특별시 양천구 신월동 642,V02Q1940754,126.842681235,37.521659762,3.1
828,양천구,서울특별시 양천구 신월동 1029,V02Q1940760,126.846920703,37.517602426,3.6
829,양천구,서울특별시 양천구 신월동 910-2,V02Q1940447,126.831406421,37.524273473,3.6
830,양천구,서울특별시 양천구 신월동 977,V02Q1940464,126.835738999,37.520329739,3.4
831,양천구,서울특별시 양천구 신정동 729,V02Q1940469,126.843394665,37.510626715,3.9
832,양천구,서울특별시 양천구 신정동 1019-19,V02Q1940835,126.861140014,37.521157149,3.6
833,양천구,서울특별시 양천구 신정동 881-8,V02Q1940773,126.859175524,37.528560458,3
834,양천구,서울특별시 양천구 신정동 331-2,V02Q1940801,126.874001416,37.514021980,3.2
835,양천구,서울특별시 양천구 신정동 163-55,V02Q1940765,126.870535412,37.510731657,3.9
836,양천구,서울특별시 양천구 목동 946-1,V02Q1940876,126.869092177,37.543050815,3.6
837,양천구,서울특별시 양천구 신정동 874-4,V02Q1940769,126.855726795,37.527865321,3.9
838,양천구,서울특별시 양천구 신정동 324-10,V02Q1940707,126.860879933,37.515495269,3.8
839,양천구,서울특별시 양천구 목동 627-15,V02Q1940794,126.867770586,37.545732009,3.8
840,양천구,서울특별시 양천구 신정동 1284-1,V02Q1940715,126.837651948,37.512593393,3.3
841,양천구,서울특별시 양천구 목동 404-21,V02Q1940778,126.875548119,37.522590739,3.3
842,양천구,서울특별시 양천구 신정동 1319-1,V02Q1940729,126.832083525,37.513062284,4.3
843,양천구,서울특별시 양천구 신월동 52-9,V02Q1940659,126.827879104,37.537748852,3.6
844,양천구,서울특별시 양천구 목동 458-4,V02Q1940803,126.872293646,37.523037681,4.2
845,양천구,서울특별시 양천구 신월동 842,V02Q1940795,126.837258847,37.524096897,3.8
846,양천구,서울특별시 양천구 신정동 1208-1,V02Q1940874,126.850006232,37.519336516,4.2
847,양천구,서울특별시 양천구 신정동 1280-1,V02Q1940805,126.834924842,37.513247320,4.3
848,양천구,서울특별시 양천구 신정동 1099,V02Q1940481,126.854653095,37.524082811,3.5
849,양천구,서울특별시 양천구 목동 956,V02Q1940806,126.866797402,37.548031985,3.8
850,양천구,서울특별시 양천구 신정동 949-5,V02Q1940855,126.855789231,37.524553208,3.4
1,강남구,서울특별시 강남구 역삼동 814-6,OC3CL200020,127.0263768,37.50127401,3.3 
2,강남구,서울특별시 강남구 신사동 581-6,OC3CL200021,127.0282295,37.52553243,4.5 
3,강남구,서울특별시 강남구 대치동 889-45,OC3CL200022,127.0498755,37.50309199,3.7 
4,강남구,서울특별시 강남구 대치동 890-57,OC3CL200023,127.0515922,37.50359652,3.7 
5,강남구,서울특별시 강남구 신사동 532-12,OC3CL200015,127.0224148,37.52338411,3.4 
6,강남구,서울특별시 강남구 신사동 541-17,OC3CL200024,127.0234226,37.51839242,3.4 
7,강남구,서울특별시 강남구 개포동 1268,OC3CL200175,127.050789,37.47950461,4.0 
8,강남구,서울특별시 강남구 논현동 2,OC3CL200155,127.0208385,37.51637194,2.5 
9,강남구,서울특별시 강남구 논현동 66,OC3CL200156,127.0286532,37.51889789,4.1 
10,강남구,서울특별시 강남구 논현동 130-9,OC3CL200170,127.0312446,37.51256716,5.0 
11,강남구,서울특별시 강남구 수서동362-9,OC3CL200157,127.0945893,37.49238125,4.1 
12,강남구,서울특별시 강남구  세곡동 120-7,OC3CL200176,127.1069185,37.46507552,3.8 
13,강남구,서울특별시 강남구 신사동 657-37,OC3CL200016,127.0391258,37.52588867,3.8 
14,강남구,서울특별시  강남구 대치동 78-28,OC3CL200135,127.0708615,37.50182482,3.8 
15,강남구,서울특별시  강남구 일원동 246-13,OC3CL200140,127.0797096,37.47948708,4.1 
16,강남구,서울특별시 강남구 수서동 720,OC3CL200141,127.1067158,37.4886613,4.8 
17,강동구,서울특별시 강동구 둔촌동 517-4,OC3CL200090,127.1373889,37.52871449,4.6 
18,강동구,서울특별시 강동구 상일동 283-6,OC3CL200091,127.170907,37.54855912,4.8 
19,강동구,서울특별시 강동구 암사동 265-7,OC3CL200092,127.1356067,37.55888187,4.4 
20,강동구,서울특별시 강동구 천호동 528-1,OC3CL200093,127.134581,37.53821966,4.3 
21,강동구,서울특별시 강동구 강일동 348-1,OC3CL200094,127.1787659,37.56913389,4.6 
22,강동구,서울특별시 강동구 고덕동 317-1,OC3CL200080,127.1448705,37.5566477,4.3 
23,강동구,서울특별시 강동구 길동 141-5,OC3CL200095,127.1464696,37.53662302,4.1 
24,강동구,서울특별시 강동구 길동 338-9,OC3CL200097,127.1437411,37.5423736,4.7 
25,강동구,서울특별시 강동구 상일동 166,OC3CL200098,127.1579314,37.54961964,4.8 
26,강동구,서울특별시 강동구 성내동 519-12,OC3CL200099,127.1284073,37.53062449,4.4 
27,강동구,서울특별시 강동구 천호동 1-2,OC3CL200101,127.1395816,37.55048669,4.8 
28,강동구,서울특별시 강동구 천호동 290-39,OC3CL200102,127.1312276,37.54742334,4.6 
29,강동구,서울특별시 강동구 길동 157-10,OC3CL200103,127.1482071,37.54049414,4.6 
30,강동구,서울특별시 강동구 상일동 325-1,OC3CL200105,127.1726824,37.54771228,4.4 
31,강동구,서울특별시 강동구 성내동 500,OC3CL200106,127.1323931,37.53312245,4.4 
32,강동구,서울특별시 강동구 천호동 233-48,OC3CL200107,127.1368244,37.54825641,4.3 
33,강동구,서울특별시 강동구 천호동 361,OC3CL200081,127.1275513,37.54514714,4.7 
34,강동구,서울특별시 강동구 고덕동 289-4,OC3CL200108,127.157431,37.56062598,4.4 
35,강동구,서울특별시 강동구 둔촌동 산 28-1,OC3CL200060,127.1455199,37.52221023,4.1 
36,강동구,서울특별시 강동구 둔촌동 599,OC3CL200083,127.1496707,37.53182933,4.0 
37,강동구,서울특별시 강동구 상일동 507,OC3CL200117,127.1775763,37.55087372,4.4 
38,강동구,서울특별시 강동구 암사동 458,OC3CL200110,127.1328591,37.55465728,4.5 
39,강동구,서울특별시 강동구 천호동 326-18,OC3CL200084,127.12371,37.54588985,4.4 
40,강동구,서울특별시 강동구 천호동 316-4,OC3CL200114,127.1261418,37.54799097,4.7 
41,강동구,서울특별시 강동구 천호동 463-38,OC3CL200062,127.1215875,37.5419464,4.3 
42,강동구,서울특별시 강동구 성내동 448-8,OC3CL200017,127.1286688,37.52411075,4.5 
43,강동구,서울특별시 강동구 암사동 139-2,OC3CL200072,127.1312918,37.55967518,4.3 
44,강동구,서울특별시 강동구 천호동 42,OC3CL200074,127.1430179,37.54626753,4.8 
45,강동구,서울특별시 강동구 성내동 459-6,OC3CL200070,127.121662,37.5272027,4.4 
46,강동구,서울특별시 강동구 성내동 19-1,OC3CL200205,127.1287361,37.53677728,3.9 
47,강동구,서울특별시 강동구 양재대로 1716,OC3CL200171,127.1443342,37.55869892,3.9 
48,강동구,서울특별시 강동구 강일동 601-1,OC3CL200131,127.1723485,37.56320788,4.5 
49,강동구,서울특별시 강동구 성내동 449-15,OC3CL200123,127.133721,37.52195425,4.5 
50,강동구,서울특별시 강동구 고덕동 197-4,OC3CL200071,127.1708168,37.55941343,4.2 
51,강동구,서울특별시  강동구 둔촌동 180-2 ,OC3CL200158,127.1393182,37.51939359,4.3 
52,강북구,서울특별시 강북구 번동 417-58,OC3CL200134,127.0291526,37.63736615,3.4 
53,강북구,서울특별시 강북구 미아동 754-63,OC3CL200066,127.0218915,37.62300566,4.4 
54,강북구,서울특별시 강북구 미아동 61-17,OC3CL200133,127.028974,37.6146516,3.5 
55,강북구,서울특별시 강북구 수유동 535-228,OC3CL200132,127.0039409,37.64400709,4.4 
56,강북구,서울특별시 강북구 미아동 791-1549,OC3CL200130,127.0138596,37.62523296,3.9 
57,강북구,서울특별시 강북구 번동 248,OC3CL200129,127.0460579,37.62331968,3.1 
58,강북구,서울특별시 강북구 수유동 719-2,OC3CL200136,127.0246187,37.6471793,2.4 
59,강북구,서울특별시 강북구 수유동 32-2,OC3CL200104,127.021637,37.64061679,3.3 
60,강북구,서울특별시  강북구 번동 95-7,OC3CL200100,127.0437864,37.61999399,2.3 
61,강서구,서울특별시 강서구 개화동 246-16,OC3CL200177,126.802494,37.58870084,3.3 
62,강서구,서울특별시 강서구 개화동 418-194,OC3CL200082,126.7999832,37.58013454,3.7 
63,강서구,서울특별시 강서구 마곡동 731-199,OC3CL200178,126.8189344,37.56759287,4.2 
64,강서구,서울특별시 강서구 마곡동 749-4,OC3CL200179,126.8225904,37.55712905,3.9 
65,강서구,서울특별시 강서구 마곡동 770-7,OC3CL200180,126.833869,37.56421468,4.0 
66,강서구,서울특별시 강서구 가양2동 1481,OC3CL200181,126.8534306,37.56474481,3.4 
67,강서구,서울특별시 강서구 염창동 240-52,OC3CL200182,126.8659034,37.55734709,3.5 
68,강서구,서울특별시 강서구 염창동 53-1,OC3CL200183,126.8711211,37.55351048,3.5 
69,강서구,서울특별시 강서구 등촌동 366-70,OC3CL200067,126.8606334,37.54803257,3.6 
70,강서구,서울특별시 강서구 등촌동 522-1,OC3CL200184,126.8613494,37.54736269,3.5 
71,강서구,서울특별시 강서구 마곡동 728-356,OC3CL200087,126.8266133,37.55546881,4.1 
72,강서구,서울특별시 강서구 염창동 263(105동),OC3CL200185,126.8740316,37.54866094,3.4 
73,강서구,서울특별시 강서구 방화동 830-9,OC3CL200045,126.8133372,37.57782669,2.8 
74,강서구,서울특별시 강서구 마곡동 727-709,OC3CL200025,126.8258759,37.56003441,3.8 
75,강서구,서울특별시 강서구 마곡동 367-11,OC3CL200026,126.8261217,37.56668094,3.9 
76,강서구,서울특별시 강서구 마곡동 727-1214,OC3CL200027,126.8360833,37.55904218,3.9 
77,강서구,서울특별시 강서구 등촌3동 78-7,OC3CL200046,126.8547068,37.56053576,3.6 
78,강서구,서울특별시 강서구 마곡동 9,OC3CL200186,126.8371703,37.57245123,3.5 
79,강서구,서울특별시 강서구 화곡동 340-54,OC3CL200172,126.8463106,37.53273493,3.7 
80,강서구,서울특별시 강서구 방화동 278-31,OC3CL200187,126.8164742,37.57318498,5.9
81,강서구,서울특별시 강서구 방화동 247-194,OC3CL200188,126.816375,37.56735274,5.9
82,관악구,서울특별시 관악구 신림동 1627-11,OC3CL200189,126.9265235,37.47906596,3.7 
83,관악구,서울특별시 관악구 조원동 537-33,OC3CL200173,126.9141546,37.48248677,3.1 
84,관악구,서울특별시 관악구 봉천동 1603-4,OC3CL200028,126.9537097,37.47915422,3.3 
85,광진구,서울특별시 광진구 화양동 34-75,OC3CL200012,127.0697313,37.54400194,4.0 
86,광진구,서울특별시 광진구 구의동 246-8,OC3CL200029,127.0852125,37.53768025,4.5 
87,광진구,서울 광진구 광장동 328-2,OC3CL200190,127.106921,37.54768518,2.4 
88,광진구,서울특별시 광진구 중곡동 485-7,OC3CL200142,127.0771395,37.56718217,4.1 
89,광진구,서울특별시 광진구 중곡동 72-59,OC3CL200143,127.0960647,37.56233608,2.9 
90,구로구,서울특별시 구로구 수궁동 온수동67-15,OC3CL200191,126.8182427,37.49402783,3.3 
91,구로구,서울특별시 구로구 오류동 산42-40,OC3CL200159,126.830672,37.48581097,3.5 
92,구로구,서울특별시 구로구 천왕동 278-2,OC3CL200192,126.8414001,37.48329114,3.6 
93,구로구,서울특별시 구로구 구로동 810-2,OC3CL200193,126.9014312,37.48482285,3.6 
94,금천구,서울특별시 금천구 가산동 239-26,OC3CL200057,126.8874063,37.47468281,4.5 
95,노원구,서울특별시 노원구 중계동 425-8,OC3CL200206,127.0737034,37.65341035,3.9 
96,노원구,서울특별시  노원구 상계동 730,OC3CL200160,127.0606327,37.65334887,4.1 
97,노원구,서울특별시 노원구 상계동 1171-2,OC3CL200213,127.0552843,37.68427838,2.9 
98,노원구,서울특별시  노원구 월계동 472-49,OC3CL200144,127.059657,37.61649398,2.9 
99,도봉구,서울특별시 도봉구 도봉동 599-41,OC3CL200128,127.0426672,37.67501401,3.5 
100,도봉구,서울특별시 도봉구 방학동 722-2,OC3CL200125,127.0486212,37.66369367,3.0 
101,도봉구,서울특별시 도봉구 쌍문동 81-100,OC3CL200124,127.0335584,37.65373165,3.5 
102,도봉구,서울특별시 도봉구 방학동 264-44,OC3CL200063,127.0363947,37.66113377,3.2 
103,도봉구,서울특별시 도봉구 쌍문동 220,OC3CL200088,127.0335996,37.66028451,3.5 
104,도봉구,서울특별시 도봉구 쌍문동 720-1,OC3CL200122,127.0284523,37.65714093,3.2 
105,도봉구,서울특별시 도봉구 쌍문동 산 240-5 ,OC3CL200089,127.0270449,37.65204049,3.6 
106,도봉구,서울특별시 도봉구 창동442-2,OC3CL200121,127.0410278,37.64292463,3.4 
107,도봉구,서울특별시 도봉구 창동 743-2,OC3CL200137,127.0507561,37.66079952,3.6 
108,도봉구,서울특별시 도봉구 창동 57-11,OC3CL200030,127.05039,37.64583144,3.5 
109,도봉구,서울특별시 도봉구 창동 134-22,OC3CL200048,127.0462197,37.6535602,3.2 
110,도봉구,서울특별시 도봉구 창동 788-1,OC3CL200049,127.052532,37.64258575,4.4 
111,도봉구,서울특별시 도봉구 방학동 724-16,OC3CL200050,127.0477197,37.66184473,3.3 
112,도봉구,서울특별시 도봉구 쌍문동 88-144,OC3CL200051,127.0348639,37.64934955,3.0 
113,도봉구,서울특별시  도봉구 도봉동 299,OC3CL200161,127.0454035,37.68886228,3.4 
114,도봉구,서울특별시 도봉구 방학동 726-74,OC3CL200052,127.0464686,37.66621365,3.4 
115,도봉구,서울특별시 도봉구 창동 181-52,OC3CL200053,127.0463949,37.65690709,3.6 
116,도봉구,서울특별시  도봉구 창동 516-4,OC3CL200145,127.0393869,37.63330095,3.2 
117,동대문구,서울특별시 동대문구 이문동 353,OC3CL200195,127.0708027,37.60487617,3.8 
118,동대문구,서울특별시 동대문구 청량리동 203-167,OC3CL200196,127.0425772,37.58753193,3.7 
119,동대문구,서울특별시 동대문구 청량리동 283,OC3CL200197,127.0450743,37.5810902,3.8 
120,동작구,서울특별시 동작구 신대방동 602-10,OC3CL200120,126.9097343,37.49011052,3.8 
121,동작구,서울특별시 동작구 상도동 299-156,OC3CL200119,126.9327849,37.49460854,3.7 
122,동작구,서울특별시 동작구 사당동 419-24,OC3CL200118,126.9756084,37.47885234,3.5 
123,동작구,서울특별시 동작구 상도동 279-328,OC3CL200116,126.9385648,37.49622929,3.6 
124,동작구,서울특별시 동작구 흑석동 211-32,OC3CL200068,126.9551335,37.50619475,4.3 
125,동작구,서울특별시 동작구 상도동 207-5,OC3CL200073,126.9440571,37.49928608,3.8 
126,마포구,서울특별시 마포구 망원동 403-5,OC3CL200096,126.9053084,37.55500134,4.0 
127,서대문구,서울특별시 서대문구 홍제동 44-633,OC3CL200146,126.9503206,37.57847645,3.4 
128,서대문구,서울특별시  서대문구 홍제동 287-261,OC3CL200138,126.9500063,37.59771864,3.9 
129,서대문구,서울특별시  서대문구 홍제동 266-271,OC3CL200147,126.9451617,37.59224961,3.1 
130,서대문구,서울특별시  서대문구 홍은동 275-36,OC3CL200148,126.9341688,37.57949301,3.8 
131,서대문구,서울특별시  서대문구 홍제동 286-27,OC3CL200031,126.9490369,37.59822113,3.0 
132,서대문구,서울특별시  서대문구 북가좌동 352-1,OC3CL200149,126.910461,37.58357273,3.3 
133,서대문구,서울특별시  서대문구 북가좌동 408-1,OC3CL200150,126.9036178,37.5771163,3.6 
134,서대문구,서울특별시 서대문구 홍제동 294-46,OC3CL200228,126.9430063,37.59116011,3.5 
135,서대문구,서울특별시 서대문구 홍제동 40-63,OC3CL200214,126.9536823,37.58068232,2.3 
136,서대문구,서울특별시 서대문구 홍제동 294-84,OC3CL200215,126.9409275,37.59082129,3.2 
137,서대문구,서울특별시 서대문구 홍은동 산26-155,OC3CL200086,126.9321883,37.58116901,4.0 
138,서대문구,서울특별시 서대문구 현저동 101,OC3CL200229,126.9555847,37.57294405,2.5 
139,서울대공원,서울대공원,OC3CL200061,127.0196764,37.4248203,1.5 
140,서울대공원,신규답사,OC3CL200010,127.0160739,37.42877164,3.5 
141,서울대공원,서울대공원,OC3CL200065,127.0113356,37.43436316,1.4 
142,서울대공원,신규답사,OC3CL200011,127.0242658,37.42201307,4.0 
143,서초구,서울특별시 서초구 반포1동 30-8 ,OC3CL200085,127.0154344,37.50205663,2.8 
144,서초구,서울특별시 서초구 서초4동 1318-9,OC3CL200078,127.0268137,37.49793848,4.1 
145,서초구,서울특별시 서초구 반포3동 75-21,OC3CL200077,127.0042288,37.50623299,4.0 
146,서초구,서울특별시 서초구 방배4동 3001-2,OC3CL200079,126.9833962,37.48573247,3.7 
147,서초구,서울특별시 서초구 서초3동 1579-9,OC3CL200076,127.0139087,37.48827084,4.0 
148,서초구,서울특별시 서초구 서초4동 1306-1,OC3CL200075,127.0260189,37.50061909,3.7 
149,서초구,서울특별시 서초구 양재동 14-6,OC3CL200054,127.0373399,37.48244974,3.4 
150,서초구,서울특별시 서초구 방배동 1027-6,OC3CL200162,127.0004762,37.47467186,3.6 
151,서초구,서울특별시 서초구 반포동 128-11,OC3CL200055,127.0008701,37.50089183,3.6 
152,서초구,서울특별시  서초구 방배2동 산190-2,OC3CL200056,126.9883535,37.46248315,3.8 
153,서초구,서울특별시 서초구 양재동 221-9,OC3CL200163,127.035673,37.46072485,3.6 
154,성동구,서울특별시 성동구 용답동 236-4,OC3CL200164,127.0697265,37.56058905,4.5 
158,성동구,서울특별시  성동구 성수동1가 685-700,OC3CL200032,127.0435571,37.54529625,3.7 
159,성동구,서울특별시 성동구 성수동1가 685-285,OC3CL200018,127.0416428,37.54688198,3.6 
160,성북구,서울특별시 성북구 하월곡동 29-133,OC3CL200198,127.0398362,37.60363281,3.5 
161,성북구,서울특별시 성북구 종암동 10-236,OC3CL200199,127.036678,37.59544076,3.1 
162,성북구,서울특별시 성북구 정릉동 716-39,OC3CL200200,127.0049249,37.61101097,3.5 
163,송파구,서울특별시 송파구 신천동 32,OC3CL200033,127.1043154,37.51214275,3.8 
164,송파구,서울특별시 송파구 가락동 128-8,OC3CL200207,127.1241947,37.49495788,4.1 
165,송파구,서울특별시  송파구 장지동 861,OC3CL200208,127.1353152,37.47981602,4.3 
166,송파구,서울특별시 송파구 문정동 73-10,OC3CL200165,127.1256449,37.4803649,3.8 
167,양천구,서울특별시 양천구 목동 554,OC3CL200064,126.8704137,37.54440989,2.4 
168,양천구,서울특별시 양천구 목동 543-15,OC3CL200115,126.8738447,37.5436034,4.2 
169,양천구,서울특별시 양천구 신정동 1277,OC3CL200113,126.8520614,37.51133256,4.7 
170,양천구,서울특별시 양천구 신정동 190-5,OC3CL200112,126.8642202,37.50589814,3.4 
171,양천구,서울특별시 양천구 신월동 957-13,OC3CL200111,126.8316555,37.52014221,4.0 
172,양천구,서울특별시 양천구 신월동 9-2,OC3CL200109,126.8290816,37.5421903,3.8 
173,양천구,서울특별시 양천구 신정동 994-1,OC3CL200034,126.8635581,37.52591806,4.0 
174,양천구,서울특별시 양천구 신정동 328-5,OC3CL200166,126.867697,37.5132245,4.4 
175,양천구,서울특별시 양천구 목동 911-4,OC3CL200058,126.8857541,37.53245995,4.3 
176,양천구,서울특별시 양천구 신월동 42-1,OC3CL200059,126.8240324,37.53911722,4.3 
177,양천구,서울특별시 양천구 신정동 330-8,OC3CL200139,126.8767166,37.51418744,3.5 
178,양천구,서울특별시 양천구 신정동 산 102,OC3CL200151,126.8546924,37.50999269,4.5 
179,영등포구,서울특별시 영등포구 양평동1가 165,OC3CL200167,126.8888651,37.52259054,3.6 
180,영등포구,서울특별시 영등포구 대림동 990-1,OC3CL200174,126.906033,37.48897429,3.5 
181,용산구,서울특별시  용산구 이태원동 239-4,OC3CL200019,126.9937934,37.54026442,3.2 
182,은평구,서울특별시 은평구 불광동 195,OC3CL200069,126.9302785,37.62220907,3.4 
183,은평구,서울특별시 은평구 갈현동 465-3,OC3CL200035,126.917502,37.6113036,3.4 
184,은평구,서울특별시 은평구 녹번동 153-46 ,OC3CL200036,126.9235772,37.60514575,2.4 
185,은평구,서울특별시 은평구 진관동 108-9,OC3CL200209,126.9152589,37.63440727,3.8 
186,은평구,서울특별시 은평구 응암동 87-7,OC3CL200168,126.922413,37.60039676,4.2 
187,은평구,서울특별시 은평구 구산동 202-1,OC3CL200204,126.9101602,37.61414691,4.3 
188,은평구,서울특별시 은평구 응암동 122-32,OC3CL200152,126.9156191,37.59563579,3.3 
189,종로구,서울특별시 종로구 서린동 151-4,OC3CL200210,126.9784821,37.56938249,5.4
190,종로구,서울특별시 종로구 서린동 42-8 ,OC3CL200211,126.9821286,37.56921374,5
191,종로구,서울특별시 종로구 신문로1가 135-2,OC3CL200194,126.9755166,37.56997647,3.8 
192,종로구,서울특별시 종로구 종로5가 231-1,OC3CL200201,127.0048453,37.57086928,4.2 
193,종로구,서울특별시 종로구 창신동 357,OC3CL200219,127.0135165,37.5722213,3.2 
194,종로구,서울특별시  종로구 연건동 128-9,OC3CL200220,127.0024889,37.57698177,5.0 
195,종로구,서울특별시 종로구 가회동 60,OC3CL200037,126.9846468,37.58142997,4.0 
196,종로구,서울특별시 종로구 가회동 33-13,OC3CL200038,126.983559,37.58233107,3.3 
197,종로구,서울특별시 종로구 삼청동 35-63,OC3CL200013,126.9826224,37.58346942,3.0 
198,종로구,서울특별시 종로구 동숭동 50-135,OC3CL200039,127.0071882,37.57878614,2.4 
199,종로구,서울특별시 종로구 이화동 9-498,OC3CL200040,127.0080332,37.5777396,3.0 
200,종로구,서울특별시 종로구 평창동 산6-17,OC3CL200154,126.98117,37.60180763,3.3 
201,종로구,서울특별시  종로구 신영동 130-8,OC3CL200153,126.9614109,37.60164926,4.0 
202,중구,서울특별시  중구 남대문로4가 29 ,OC3CL200126,126.9748398,37.55967397,6.0 
203,중구,서울특별시  중구 남대문로5가 1-5 ,OC3CL200127,126.975354,37.56027699,6.0 
204,중구,서울특별시 중구 명동1가 53-1,OC3CL200014,126.9845038,37.56357368,3.3 
205,중구,서울특별시 중구 충무로2가 65-3,OC3CL200047,126.985559,37.56160433,4.5 
206,중구,서울특별시 중구 남대문로2가 123,OC3CL200041,126.9818665,37.56384606,4.5 
207,중구,서울특별시 중구 을지로6가 18-185,OC3CL200042,127.0086311,37.56786992,4.1 
208,중구,서울특별시 중구 신당동 204-9,OC3CL200043,127.0126695,37.56772879,4.1 
209,중구,서울특별시  중구 남창동 31-1,OC3CL200044,126.978669,37.56040912,3.4 
210,중구,서울특별시 중구 태평로1가 54-3 ,OC3CL200212,126.9773997,37.56604753,5.5
211,중랑구,서울특별시 중랑구 중화동 209,OC3CL200202,127.0741118,37.59427032,3.8 
212,중랑구,서울특별시  중랑구 망우동 산52,OC3CL200203,127.1119185,37.60016479,3.3 
213,중랑구,서울특별시 중랑구 신내동 256-24,OC3CL200169,127.1061538,37.62027046,3.9 
